sourceTaxonId	sourceTaxonName	stage	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	LocationinhostName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	notes	referenceSource	referenceDoi	referenceCitation
EOL:589397	Corynosoma magdaleni	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1052724	Pusa hispida	gut							Nickol et al. 2002. J. Parasitol. 88: 1222-1229	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:460523	Corynosoma strumosum	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1052724	Pusa hispida	gut							Nickol et al. 2002. J. Parasitol. 88: 1222-1229	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:461607	Corynosoma semerme	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1052724	Pusa hispida	gut							Nickol et al. 2002. J. Parasitol. 88: 1222-1229	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:589410	Arhythmorhynchus frassoni	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:1037648	Uca rapax	body cavity							Nickol et al. 2002. J. Parasitol. 88: 79-83	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:595931	Hexaglandula corynosoma	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:1037648	Uca rapax	body cavity							Nickol et al. 2002. J. Parasitol. 88: 79-83	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:595931	Hexaglandula corynosoma	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:343382	Uca spinicarpa	body cavity							Nickol et al. 2002. J. Parasitol. 88: 79-83	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:595931	Hexaglandula corynosoma	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1048733	Nyctanassa violacea	gut							Nickol et al. 2002. J. Parasitol. 88: 79-83	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:589410	Arhythmorhynchus frassoni	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1049276	Rallus longirostris	gut							Nickol et al. 2002. J. Parasitol. 88: 79-83	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:477990	Oncicola venezuelensis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1037781	Felis catus	gut							Nickol et al. 2006. J. Parasitol. 92: 539-542	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:477990	Oncicola venezuelensis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:795860	Anolis cristatellus	mesentery							Nickol et al. 2006. J. Parasitol. 92: 539-542	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:2948406	Lateriporus teres	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:43628491	Echinogammarus tibaldii	body cavity							Nikolov et al. 2008. Acta Parasitol. 53: 215-218	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:2923507	Gnathostoma spinigerum	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:328448	Rattus norvegicus	muscles						migration to muscles of advanced L3s taken from cat fish and given to rats lasted about 11 days (gut wall --> liver --> muscle)	Nishikubo. 1961. Endemic Dis. Bull. Nagasaki Univ. 3: 198-204	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:13340082	Neostrongylus linearis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:331073	Rupicapra rupicapra	lungs							Nocture et al. 1998. Vet. Parasitol. 77: 153-161	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:2948475	Sobolevicanthus gracilis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1048966	Aythya collaris	gut							Noseworthy and Threlfall. 1978. J. Parasitol. 64: 365-367	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:3247881	Taenia multiceps	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:328660	Capra hircus	brain						Yang et al. 1986 stated that it infects brain and muscles in goats, but only brain in sheep	Nourani and Kheirabadi. 2009. Comp. Clin. Pathol. 18: 85-87	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:3247881	Taenia multiceps	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:328660	Capra hircus	muscles						Yang et al. 1986 stated that it infects brain and muscles in goats, but only brain in sheep	Nourani and Kheirabadi. 2009. Comp. Clin. Pathol. 18: 85-87	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:481780	Echinorhynchus borealis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:344717	Gammarus pulex	body cavity							Nybelin. 1923. Zool. Anz. 58: 32-36	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:481780	Echinorhynchus borealis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:223357	Perca fluviatilis	gut							Nybelin. 1923. Zool. Anz. 58: 32-36	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:481780	Echinorhynchus borealis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:205274	Rutilus rutilus	gut							Nybelin. 1923. Zool. Anz. 58: 32-36	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:492069	Echinorhynchus gadi	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:340664	Gammarus locusta	body cavity							Nybelin. 1923. Zool. Anz. 58: 32-36	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:492069	Echinorhynchus gadi	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:1021729	Ampithoe rubricata	body cavity							Nybelin. 1923. Zool. Anz. 58: 32-36	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:461607	Corynosoma semerme	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:1023469	Monoporeia affinis	body cavity							Nybelin. 1924. Zool. Anz. 61: 190-193	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:479491	Echinorhynchus salmonis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:847095	Clupea harengus	gut							Nybelin. 1924. Zool. Anz. 61: 190-193	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:479491	Echinorhynchus salmonis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:204828	Osmerus eperlanus	gut							Nybelin. 1924. Zool. Anz. 61: 190-193	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11988298	Raillietina chiltoni	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:32986	Pheidole	body cavity							O'Callaghan et al. 2003. Syst. Parasitol. 55: 19-24	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11988297	Raillietina dromaius	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:32986	Pheidole	body cavity							O'Callaghan et al. 2003. Syst. Parasitol. 55: 19-24	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11988299	Raillietina mitchelli	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:32986	Pheidole	body cavity							O'Callaghan et al. 2003. Syst. Parasitol. 55: 19-24	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11988294	Raillietina australis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:32986	Pheidole	body cavity							O'Callaghan et al. 2003. Syst. Parasitol. 55: 19-24	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11988296	Raillietina beveridgei	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:32986	Pheidole	body cavity							O'Callaghan et al. 2003. Syst. Parasitol. 55: 19-24	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11988294	Raillietina australis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1178369	Dromaius novaehollandiae	gut							O'Callaghan et al. 2003. Syst. Parasitol. 55: 19-24	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11988296	Raillietina beveridgei	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1178369	Dromaius novaehollandiae	gut							O'Callaghan et al. 2003. Syst. Parasitol. 55: 19-24	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11988298	Raillietina chiltoni	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1178369	Dromaius novaehollandiae	gut							O'Callaghan et al. 2003. Syst. Parasitol. 55: 19-24	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11988297	Raillietina dromaius	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1178369	Dromaius novaehollandiae	gut							O'Callaghan et al. 2003. Syst. Parasitol. 55: 19-24	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11988299	Raillietina mitchelli	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1178369	Dromaius novaehollandiae	gut							O'Callaghan et al. 2003. Syst. Parasitol. 55: 19-24	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:460523	Corynosoma strumosum	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:328630	Halichoerus grypus	gut							O'Neill and Whelan. 2002. J. Helminthol. 76: 231-234	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:460523	Corynosoma strumosum	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:206692	Gadus morhua	mesentery							O'Neill and Whelan. 2002. J. Helminthol. 76: 231-234	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Mathevolepis skrjabini	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Onychiurus flavorufulus	body cavity							Obushenkov and Rudzhanskaite. 1984. Parazitologiya 18: 321-324	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4968161	Lineolepis scutigera	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Onychiurus flavorufulus	body cavity							Obushenkov and Rudzhanskaite. 1984. Parazitologiya 18: 321-324	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Mathevolepis skrjabini	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:116235	Sorex arcticus	gut							Obushenkov and Rudzhanskaite. 1984. Parazitologiya 18: 321-324	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4968161	Lineolepis scutigera	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:116235	Sorex arcticus	gut							Obushenkov and Rudzhanskaite. 1984. Parazitologiya 18: 321-324	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Mathevolepis skrjabini	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Onychiurus octopunctatus	body cavity						was Cucurbilepis, transferred by Gulyaev and Karpenko 1998	Obushenkov and Rudzhanskaite. 1984. Parazitologiya 18: 321-324	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4968161	Lineolepis scutigera	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Onychiurus octopunctatus	body cavity							Obushenkov and Rudzhanskaite. 1984. Parazitologiya 18: 321-324	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:477237	Acanthocephalus dirus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:344744	Asellus intermedius	body cavity							Oetinger and Nickol. 1982. J. Parasitol. 68: 463-469	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:2923038	Echinococcus multilocularis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:1037789	Microtus oeconomus	liver							Ohbayashi et al. 1971. Jpn. J. Vet. Res. 19: 1-53	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:50423	Acanthocephalus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Asellus hilgendorfi	body cavity						A.minor?	Ohtaka et al. 2002. Limnology 3: 143-150	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:50423	Acanthocephalus	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:223856	Gasterosteus aculeatus	gut							Ohtaka et al. 2002. Limnology 3: 143-150	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:50423	Acanthocephalus	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:205250	Oncorhynchus mykiss	gut							Ohtaka et al. 2002. Limnology 3: 143-150	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11993273	Gnathostoma doloresi	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Thermocyclops taihokuensis	body cavity						just abstract	Oingquan. 1988. J. Xiamen Univ. 5	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11993273	Gnathostoma doloresi	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:3012617	Apocyclops royi	body cavity						just abstract	Oingquan. 1988. J. Xiamen Univ. 5	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11993273	Gnathostoma doloresi	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:331125	Hoplobatrachus tigerinus	muscles						just abstract; experimental host	Oingquan. 1988. J. Xiamen Univ. 5	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:479491	Echinorhynchus salmonis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:344717	Gammarus pulex	body cavity							Okaka. 1984. PhD thesis, University of Leeds	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:479491	Echinorhynchus salmonis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:205250	Oncorhynchus mykiss	gut							Okaka. 1984. PhD thesis, University of Leeds	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:479491	Echinorhynchus salmonis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:205250	Oncorhynchus mykiss	gut							Okaka. 1984. PhD thesis, University of Leeds	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4968609	Cyathocephalus truncatus	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1156463	Salvelinus alpinus	gut							Okaka. 1984. PhD thesis, University of Leeds	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:479491	Echinorhynchus salmonis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:204590	Thymallus thymallus	gut							Okaka. 1984. PhD thesis, University of Leeds	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:404642	Echinorhynchus truttae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:204590	Thymallus thymallus	gut							Okaka. 1984. PhD thesis, University of Leeds	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:404642	Echinorhynchus truttae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:205250	Oncorhynchus mykiss	gut							Okaka. 1984. PhD thesis, University of Leeds	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4968609	Cyathocephalus truncatus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:344717	Gammarus pulex	body cavity							Okaka. 1989. Zool. Scr. 18: 205-209	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4968609	Cyathocephalus truncatus	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:206777	Salmo trutta	gut							Okaka. 1989. Zool. Scr. 18: 205-209	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4968609	Cyathocephalus truncatus	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:205250	Oncorhynchus mykiss	gut							Okaka. 1989. Zool. Scr. 18: 205-209	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4968609	Cyathocephalus truncatus	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:204590	Thymallus thymallus	gut							Okaka. 1989. Zool. Scr. 18: 205-209	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4963986	Toxascaris leonina	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1037781	Felis catus	gut						also undergoes tissue migration	Okoshi and Usui. 1967. Jpn. J. Vet. Sci. 29: 329-336	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4963986	Toxascaris leonina	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:328607	Canis familiaris	gut						cat and dog strains exist	Okoshi and Usui. 1967. Jpn. J. Vet. Sci. 29: 329-336	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4963986	Toxascaris leonina	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:328680	Acinonyx jubatus	gut							Okoshi and Usui. 1967. Jpn. J. Vet. Sci. 29: 329-336	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4963986	Toxascaris leonina	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:328674	Panthera tigris	gut							Okoshi and Usui. 1967. Jpn. J. Vet. Sci. 29: 329-336	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:2926755	Toxocara canis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:3126934	Eisenia foetida	muscles							Okoshi and Usui. 1968. Jpn. J. Vet. Sci. 30: 151-166	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
